MeasureTime,Rel. Humidity%,Air TemperatureF,Surface TemperatureF,Wind Speed (act)mph,Precipitation Intensityin/h,Saline Concentration%,Friction,Ice Percent%,Station_name,County,Latitude,Longitude,AirTempForecast_1hr,HumidityForecast_1hr,WindVelocityForecast_1hr,PrecipitationForecast_1hr,AirTempForecast_2hr,HumidityForecast_2hr,WindVelocityForecast_2hr,PrecipitationForecast_2hr,AirTempForecast_3hr,HumidityForecast_3hr,WindVelocityForecast_3hr,PrecipitationForecast_3hr,AirTempForecast_4hr,HumidityForecast_4hr,WindVelocityForecast_4hr,PrecipitationForecast_4hr,AirTempForecast_5hr,HumidityForecast_5hr,WindVelocityForecast_5hr,PrecipitationForecast_5hr,AirTempForecast_6hr,HumidityForecast_6hr,WindVelocityForecast_6hr,PrecipitationForecast_6hr,AirTempForecast_7hr,HumidityForecast_7hr,WindVelocityForecast_7hr,PrecipitationForecast_7hr,AirTempForecast_8hr,HumidityForecast_8hr,WindVelocityForecast_8hr,PrecipitationForecast_8hr,AirTempForecast_9hr,HumidityForecast_9hr,WindVelocityForecast_9hr,PrecipitationForecast_9hr,AirTempForecast_10hr,HumidityForecast_10hr,WindVelocityForecast_10hr,PrecipitationForecast_10hr,AirTempForecast_11hr,HumidityForecast_11hr,WindVelocityForecast_11hr,PrecipitationForecast_11hr,AirTempForecast_12hr,HumidityForecast_12hr,WindVelocityForecast_12hr,PrecipitationForecast_12hr,AirTempForecast_13hr,HumidityForecast_13hr,WindVelocityForecast_13hr,PrecipitationForecast_13hr,AirTempForecast_14hr,HumidityForecast_14hr,WindVelocityForecast_14hr,PrecipitationForecast_14hr,AirTempForecast_15hr,HumidityForecast_15hr,WindVelocityForecast_15hr,PrecipitationForecast_15hr,AirTempForecast_16hr,HumidityForecast_16hr,WindVelocityForecast_16hr,PrecipitationForecast_16hr,AirTempForecast_17hr,HumidityForecast_17hr,WindVelocityForecast_17hr,PrecipitationForecast_17hr,AirTempForecast_18hr,HumidityForecast_18hr,WindVelocityForecast_18hr,PrecipitationForecast_18hr,AirTempForecast_19hr,HumidityForecast_19hr,WindVelocityForecast_19hr,PrecipitationForecast_19hr,AirTempForecast_20hr,HumidityForecast_20hr,WindVelocityForecast_20hr,PrecipitationForecast_20hr,AirTempForecast_21hr,HumidityForecast_21hr,WindVelocityForecast_21hr,PrecipitationForecast_21hr,AirTempForecast_22hr,HumidityForecast_22hr,WindVelocityForecast_22hr,PrecipitationForecast_22hr,AirTempForecast_23hr,HumidityForecast_23hr,WindVelocityForecast_23hr,PrecipitationForecast_23hr,AirTempForecast_24hr,HumidityForecast_24hr,WindVelocityForecast_24hr,PrecipitationForecast_24hr
2023-01-01 14:00:00+00:00,94.101364,33.500824,32.063931,7.378055,0.0,2.135147,0.799204,0.0,Appleton,Winnebago,44.21866,-88.47333,33.500824,94.101364,7.378055,0.0,33.641441,92.908363,6.484756,0.0,33.993973,91.424133,10.551881,0.0,34.870903,84.942764,11.427472,0.0,35.571087,83.146217,11.430708,0.0,35.571087,83.146217,11.430708,0.0,36.397129,80.279579,6.960627,0.0,38.274784,76.307396,10.698402,0.0,39.941944,73.289894,7.995631,0.0,40.733772,71.121475,9.541435,0.0,39.345066,74.629623,3.437834,0.0,37.550598,78.763603,6.843354,0.0,37.131317,78.484261,3.567916,0.0,37.131317,78.484261,3.567916,0.0,36.398994,79.301056,6.096616,0.0,36.398994,79.301056,6.096616,0.0,35.502926,80.715851,3.002008,0.0,35.502926,80.715851,3.002008,0.0,35.922878,77.655502,3.798708,0.0,35.231701,77.988831,2.966496,0.0,35.231701,77.988831,2.966496,0.0,34.114067,79.585213,5.364053,0.0,32.452213,80.255356,4.124326,0.0,30.504494,82.575645,5.226458,0.0
2023-01-01 14:00:00+00:00,94.101364,33.500824,32.063931,7.378055,0.0,2.135147,0.799204,0.0,Appleton,Winnebago,44.21866,-88.47333,33.641441,92.908363,6.484756,0.0,33.993973,91.424133,10.551881,0.0,34.870903,84.942764,11.427472,0.0,35.571087,83.146217,11.430708,0.0,35.571087,83.146217,11.430708,0.0,36.397129,80.279579,6.960627,0.0,38.274784,76.307396,10.698402,0.0,39.941944,73.289894,7.995631,0.0,40.733772,71.121475,9.541435,0.0,39.345066,74.629623,3.437834,0.0,37.550598,78.763603,6.843354,0.0,37.131317,78.484261,3.567916,0.0,37.131317,78.484261,3.567916,0.0,36.398994,79.301056,6.096616,0.0,36.398994,79.301056,6.096616,0.0,35.502926,80.715851,3.002008,0.0,35.502926,80.715851,3.002008,0.0,35.922878,77.655502,3.798708,0.0,35.231701,77.988831,2.966496,0.0,35.231701,77.988831,2.966496,0.0,34.114067,79.585213,5.364053,0.0,32.452213,80.255356,4.124326,0.0,30.504494,82.575645,5.226458,0.0,28.412596,87.511246,5.59561,0.0
2023-01-01 15:01:00+00:00,92.908363,33.641441,32.16584,6.484756,0.0,2.160191,0.804911,0.0,Appleton,Winnebago,44.21866,-88.47333,33.993973,91.424133,10.551881,0.0,34.870903,84.942764,11.427472,0.0,35.571087,83.146217,11.430708,0.0,35.571087,83.146217,11.430708,0.0,36.397129,80.279579,6.960627,0.0,38.274784,76.307396,10.698402,0.0,39.941944,73.289894,7.995631,0.0,40.733772,71.121475,9.541435,0.0,39.345066,74.629623,3.437834,0.0,37.550598,78.763603,6.843354,0.0,37.131317,78.484261,3.567916,0.0,37.131317,78.484261,3.567916,0.0,36.398994,79.301056,6.096616,0.0,36.398994,79.301056,6.096616,0.0,35.502926,80.715851,3.002008,0.0,35.502926,80.715851,3.002008,0.0,35.922878,77.655502,3.798708,0.0,35.231701,77.988831,2.966496,0.0,35.231701,77.988831,2.966496,0.0,34.114067,79.585213,5.364053,0.0,32.452213,80.255356,4.124326,0.0,30.504494,82.575645,5.226458,0.0,28.412596,87.511246,5.59561,0.0,28.656713,90.870102,2.844384,0.0
2023-01-01 16:01:00+00:00,91.424133,33.993973,35.054619,10.551881,0.0,2.135591,0.794168,0.0,Appleton,Winnebago,44.21866,-88.47333,34.870903,84.942764,11.427472,0.0,35.571087,83.146217,11.430708,0.0,35.571087,83.146217,11.430708,0.0,36.397129,80.279579,6.960627,0.0,38.274784,76.307396,10.698402,0.0,39.941944,73.289894,7.995631,0.0,40.733772,71.121475,9.541435,0.0,39.345066,74.629623,3.437834,0.0,37.550598,78.763603,6.843354,0.0,37.131317,78.484261,3.567916,0.0,37.131317,78.484261,3.567916,0.0,36.398994,79.301056,6.096616,0.0,36.398994,79.301056,6.096616,0.0,35.502926,80.715851,3.002008,0.0,35.502926,80.715851,3.002008,0.0,35.922878,77.655502,3.798708,0.0,35.231701,77.988831,2.966496,0.0,35.231701,77.988831,2.966496,0.0,34.114067,79.585213,5.364053,0.0,32.452213,80.255356,4.124326,0.0,30.504494,82.575645,5.226458,0.0,28.412596,87.511246,5.59561,0.0,28.656713,90.870102,2.844384,0.0,28.907768,90.721848,3.843202,0.0
2023-01-01 17:01:00+00:00,84.942764,34.870903,37.061588,11.427472,0.0,1.653671,0.800882,0.0,Appleton,Winnebago,44.21866,-88.47333,35.571087,83.146217,11.430708,0.0,35.571087,83.146217,11.430708,0.0,36.397129,80.279579,6.960627,0.0,38.274784,76.307396,10.698402,0.0,39.941944,73.289894,7.995631,0.0,40.733772,71.121475,9.541435,0.0,39.345066,74.629623,3.437834,0.0,37.550598,78.763603,6.843354,0.0,37.131317,78.484261,3.567916,0.0,37.131317,78.484261,3.567916,0.0,36.398994,79.301056,6.096616,0.0,36.398994,79.301056,6.096616,0.0,35.502926,80.715851,3.002008,0.0,35.502926,80.715851,3.002008,0.0,35.922878,77.655502,3.798708,0.0,35.231701,77.988831,2.966496,0.0,35.231701,77.988831,2.966496,0.0,34.114067,79.585213,5.364053,0.0,32.452213,80.255356,4.124326,0.0,30.504494,82.575645,5.226458,0.0,28.412596,87.511246,5.59561,0.0,28.656713,90.870102,2.844384,0.0,28.907768,90.721848,3.843202,0.0,29.181429,90.413589,5.473037,0.0
2023-01-01 18:00:00+00:00,83.146217,35.571087,39.750393,11.430708,0.0,85.0,0.807261,0.0,Appleton,Winnebago,44.21866,-88.47333,35.571087,83.146217,11.430708,0.0,36.397129,80.279579,6.960627,0.0,38.274784,76.307396,10.698402,0.0,39.941944,73.289894,7.995631,0.0,40.733772,71.121475,9.541435,0.0,39.345066,74.629623,3.437834,0.0,37.550598,78.763603,6.843354,0.0,37.131317,78.484261,3.567916,0.0,37.131317,78.484261,3.567916,0.0,36.398994,79.301056,6.096616,0.0,36.398994,79.301056,6.096616,0.0,35.502926,80.715851,3.002008,0.0,35.502926,80.715851,3.002008,0.0,35.922878,77.655502,3.798708,0.0,35.231701,77.988831,2.966496,0.0,35.231701,77.988831,2.966496,0.0,34.114067,79.585213,5.364053,0.0,32.452213,80.255356,4.124326,0.0,30.504494,82.575645,5.226458,0.0,28.412596,87.511246,5.59561,0.0,28.656713,90.870102,2.844384,0.0,28.907768,90.721848,3.843202,0.0,29.181429,90.413589,5.473037,0.0,29.457747,89.342361,8.580619,0.0
2023-01-01 18:00:00+00:00,83.146217,35.571087,39.750393,11.430708,0.0,85.0,0.807261,0.0,Appleton,Winnebago,44.21866,-88.47333,36.397129,80.279579,6.960627,0.0,38.274784,76.307396,10.698402,0.0,39.941944,73.289894,7.995631,0.0,40.733772,71.121475,9.541435,0.0,39.345066,74.629623,3.437834,0.0,37.550598,78.763603,6.843354,0.0,37.131317,78.484261,3.567916,0.0,37.131317,78.484261,3.567916,0.0,36.398994,79.301056,6.096616,0.0,36.398994,79.301056,6.096616,0.0,35.502926,80.715851,3.002008,0.0,35.502926,80.715851,3.002008,0.0,35.922878,77.655502,3.798708,0.0,35.231701,77.988831,2.966496,0.0,35.231701,77.988831,2.966496,0.0,34.114067,79.585213,5.364053,0.0,32.452213,80.255356,4.124326,0.0,30.504494,82.575645,5.226458,0.0,28.412596,87.511246,5.59561,0.0,28.656713,90.870102,2.844384,0.0,28.907768,90.721848,3.843202,0.0,29.181429,90.413589,5.473037,0.0,29.457747,89.342361,8.580619,0.0,29.861704,88.511505,4.558154,0.0
2023-01-01 19:01:00+00:00,80.279579,36.397129,42.143295,6.960627,0.0,85.0,0.81129,0.0,Appleton,Winnebago,44.21866,-88.47333,38.274784,76.307396,10.698402,0.0,39.941944,73.289894,7.995631,0.0,40.733772,71.121475,9.541435,0.0,39.345066,74.629623,3.437834,0.0,37.550598,78.763603,6.843354,0.0,37.131317,78.484261,3.567916,0.0,37.131317,78.484261,3.567916,0.0,36.398994,79.301056,6.096616,0.0,36.398994,79.301056,6.096616,0.0,35.502926,80.715851,3.002008,0.0,35.502926,80.715851,3.002008,0.0,35.922878,77.655502,3.798708,0.0,35.231701,77.988831,2.966496,0.0,35.231701,77.988831,2.966496,0.0,34.114067,79.585213,5.364053,0.0,32.452213,80.255356,4.124326,0.0,30.504494,82.575645,5.226458,0.0,28.412596,87.511246,5.59561,0.0,28.656713,90.870102,2.844384,0.0,28.907768,90.721848,3.843202,0.0,29.181429,90.413589,5.473037,0.0,29.457747,89.342361,8.580619,0.0,29.861704,88.511505,4.558154,0.0,30.362503,87.533958,3.43923,0.0
2023-01-01 20:01:00+00:00,76.307396,38.274784,45.345448,10.698402,0.0,85.0,0.81599,0.0,Appleton,Winnebago,44.21866,-88.47333,39.941944,73.289894,7.995631,0.0,40.733772,71.121475,9.541435,0.0,39.345066,74.629623,3.437834,0.0,37.550598,78.763603,6.843354,0.0,37.131317,78.484261,3.567916,0.0,37.131317,78.484261,3.567916,0.0,36.398994,79.301056,6.096616,0.0,36.398994,79.301056,6.096616,0.0,35.502926,80.715851,3.002008,0.0,35.502926,80.715851,3.002008,0.0,35.922878,77.655502,3.798708,0.0,35.231701,77.988831,2.966496,0.0,35.231701,77.988831,2.966496,0.0,34.114067,79.585213,5.364053,0.0,32.452213,80.255356,4.124326,0.0,30.504494,82.575645,5.226458,0.0,28.412596,87.511246,5.59561,0.0,28.656713,90.870102,2.844384,0.0,28.907768,90.721848,3.843202,0.0,29.181429,90.413589,5.473037,0.0,29.457747,89.342361,8.580619,0.0,29.861704,88.511505,4.558154,0.0,30.362503,87.533958,3.43923,0.0,30.504417,86.009987,4.689727,0.0
2023-01-01 21:01:00+00:00,73.289894,39.941944,45.108807,7.995631,0.0,85.0,0.816997,0.0,Appleton,Winnebago,44.21866,-88.47333,40.733772,71.121475,9.541435,0.0,39.345066,74.629623,3.437834,0.0,37.550598,78.763603,6.843354,0.0,37.131317,78.484261,3.567916,0.0,37.131317,78.484261,3.567916,0.0,36.398994,79.301056,6.096616,0.0,36.398994,79.301056,6.096616,0.0,35.502926,80.715851,3.002008,0.0,35.502926,80.715851,3.002008,0.0,35.922878,77.655502,3.798708,0.0,35.231701,77.988831,2.966496,0.0,35.231701,77.988831,2.966496,0.0,34.114067,79.585213,5.364053,0.0,32.452213,80.255356,4.124326,0.0,30.504494,82.575645,5.226458,0.0,28.412596,87.511246,5.59561,0.0,28.656713,90.870102,2.844384,0.0,28.907768,90.721848,3.843202,0.0,29.181429,90.413589,5.473037,0.0,29.457747,89.342361,8.580619,0.0,29.861704,88.511505,4.558154,0.0,30.362503,87.533958,3.43923,0.0,30.504417,86.009987,4.689727,0.0,31.043728,85.175308,1.920356,0.0
2023-01-01 22:01:00+00:00,71.121475,40.733772,42.610229,9.541435,0.0,85.0,0.817668,0.0,Appleton,Winnebago,44.21866,-88.47333,39.345066,74.629623,3.437834,0.0,37.550598,78.763603,6.843354,0.0,37.131317,78.484261,3.567916,0.0,37.131317,78.484261,3.567916,0.0,36.398994,79.301056,6.096616,0.0,36.398994,79.301056,6.096616,0.0,35.502926,80.715851,3.002008,0.0,35.502926,80.715851,3.002008,0.0,35.922878,77.655502,3.798708,0.0,35.231701,77.988831,2.966496,0.0,35.231701,77.988831,2.966496,0.0,34.114067,79.585213,5.364053,0.0,32.452213,80.255356,4.124326,0.0,30.504494,82.575645,5.226458,0.0,28.412596,87.511246,5.59561,0.0,28.656713,90.870102,2.844384,0.0,28.907768,90.721848,3.843202,0.0,29.181429,90.413589,5.473037,0.0,29.457747,89.342361,8.580619,0.0,29.861704,88.511505,4.558154,0.0,30.362503,87.533958,3.43923,0.0,30.504417,86.009987,4.689727,0.0,31.043728,85.175308,1.920356,0.0,31.321789,83.946831,1.858535,0.0
